INE_ID,Concelho,Inscritos,Votantes,Brancos,Nulos,Sigla,Votos,Votos (%),Mandatos,Tipo,Abstention (%)
1604,MONÇÃO,21099,12496,384.0,200,PS,4744.0,"39,83",3.0,Partido,40.7744442865
1604,MONÇÃO,21099,12496,384.0,200,PCP-PEV,206.0,"1,73",0.0,Coligação,40.7744442865
809,MONCHIQUE,5165,3663,101.0,80,PPD/PSD,1737.0,"49,89",3.0,Partido,29.0803484995
809,MONCHIQUE,5165,3663,101.0,80,PS,1179.0,"33,86",2.0,Partido,29.0803484995
809,MONCHIQUE,5165,3663,101.0,80,PCP-PEV,181.0,"5,2",0.0,Coligação,29.0803484995
809,MONCHIQUE,5165,3663,101.0,80,MI,385.0,"11,06",0.0,Grupos Cidadãos Eleitores,29.0803484995
1705,MONDIM DE BASTO,8639,5084,47.0,76,PCTP/MRPP,29.0,"0,58",0.0,Partido,41.1505961338
1705,MONDIM DE BASTO,8639,5084,47.0,76,PS,3008.0,"60,63",3.0,Partido,41.1505961338
1705,MONDIM DE BASTO,8639,5084,47.0,76,PCP-PEV,34.0,"0,69",0.0,Coligação,41.1505961338
1705,MONDIM DE BASTO,8639,5084,47.0,76,CDS-PP.PPD/PSD,1890.0,"38,1",2.0,Coligação,41.1505961338
1211,MONFORTE,2818,2032,57.0,23,PS,819.0,"41,96",2.0,Partido,27.8921220724
1211,MONFORTE,2818,2032,57.0,23,PCP-PEV,952.0,"48,77",3.0,Coligação,27.8921220724
1211,MONFORTE,2818,2032,57.0,23,PPD/PSD.CDS-PP,181.0,"9,27",0.0,Coligação,27.8921220724
1706,MONTALEGRE,15627,8346,220.0,138,PS,4927.0,"61,68",5.0,Partido,46.5924361682
1706,MONTALEGRE,15627,8346,220.0,138,PCP-PEV,139.0,"1,74",0.0,Coligação,46.5924361682
1706,MONTALEGRE,15627,8346,220.0,138,PPD/PSD.CDS-PP,2922.0,"36,58",2.0,Coligação,46.5924361682
706,MONTEMOR-O-NOVO,15083,9028,286.0,133,CDS-PP,401.0,"4,66",0.0,Partido,40.1445335809
706,MONTEMOR-O-NOVO,15083,9028,286.0,133,PPD/PSD,588.0,"6,83",0.0,Partido,40.1445335809
706,MONTEMOR-O-NOVO,15083,9028,286.0,133,PS,2876.0,"33,41",3.0,Partido,40.1445335809
706,MONTEMOR-O-NOVO,15083,9028,286.0,133,PCP-PEV,4744.0,"55,11",4.0,Coligação,40.1445335809
610,MONTEMOR-O-VELHO,22920,13520,553.0,307,B.E.,271.0,"2,14",0.0,Partido,41.0122164049
610,MONTEMOR-O-VELHO,22920,13520,553.0,307,MPT,555.0,"4,38",0.0,Partido,41.0122164049
610,MONTEMOR-O-VELHO,22920,13520,553.0,307,PS,5471.0,"43,21",3.0,Partido,41.0122164049
610,MONTEMOR-O-VELHO,22920,13520,553.0,307,PCP-PEV,1500.0,"11,85",1.0,Coligação,41.0122164049
610,MONTEMOR-O-VELHO,22920,13520,553.0,307,PPD/PSD.CDS-PP,4863.0,"38,41",3.0,Coligação,41.0122164049
1507,MONTIJO,41316,16527,818.0,520,B.E.,1084.0,"7,14",0.0,Partido,59.9985477781
1507,MONTIJO,41316,16527,818.0,520,CDS-PP,480.0,"3,16",0.0,Partido,59.9985477781
1507,MONTIJO,41316,16527,818.0,520,PCTP/MRPP,428.0,"2,82",0.0,Partido,59.9985477781
1507,MONTIJO,41316,16527,818.0,520,PPD/PSD,4168.0,"27,44",2.0,Partido,59.9985477781
1507,MONTIJO,41316,16527,818.0,520,PS,4729.0,"31,13",3.0,Partido,59.9985477781
1507,MONTIJO,41316,16527,818.0,520,PCP-PEV,4300.0,"28,31",2.0,Coligação,59.9985477781
707,MORA,4648,2833,105.0,51,PS,519.0,"19,39",1.0,Partido,39.0490533563
707,MORA,4648,2833,105.0,51,PCP-PEV,1917.0,"71,61",4.0,Coligação,39.0490533563
707,MORA,4648,2833,105.0,51,PPD/PSD.CDS-PP,241.0,9,0.0,Coligação,39.0490533563
1808,MORTÁGUA,10089,5777,180.0,73,CDS-PP,463.0,"8,38",0.0,Partido,42.7396174051
1808,MORTÁGUA,10089,5777,180.0,73,PPD/PSD,2563.0,"46,4",4.0,Partido,42.7396174051
1808,MORTÁGUA,10089,5777,180.0,73,PS,2452.0,"44,39",3.0,Partido,42.7396174051
1808,MORTÁGUA,10089,5777,180.0,73,PCP-PEV,46.0,"0,83",0.0,Coligação,42.7396174051
210,MOURA,13330,7201,165.0,118,PS,3068.0,"44,35",3.0,Partido,45.9789947487
210,MOURA,13330,7201,165.0,118,PCP-PEV,3089.0,"44,65",4.0,Coligação,45.9789947487
210,MOURA,13330,7201,165.0,118,PPD/PSD.CDS-PP,761.0,11,0.0,Coligação,45.9789947487
708,MOURÃO,2389,1799,34.0,29,PS,837.0,"48,21",3.0,Partido,24.696525743
708,MOURÃO,2389,1799,34.0,29,PCP-PEV,156.0,"8,99",0.0,Coligação,24.696525743
708,MOURÃO,2389,1799,34.0,29,PPD/PSD.CDS-PP,743.0,"42,8",2.0,Coligação,24.696525743
1707,MURÇA,7147,4378,88.0,101,CDS-PP,290.0,"6,92",0.0,Partido,38.7435287533
1707,MURÇA,7147,4378,88.0,101,PPD/PSD,1877.0,"44,81",2.0,Partido,38.7435287533
1707,MURÇA,7147,4378,88.0,101,PS,1980.0,"47,27",3.0,Partido,38.7435287533
1707,MURÇA,7147,4378,88.0,101,PCP-PEV,42.0,1,0.0,Coligação,38.7435287533
112,MURTOSA,10068,4850,124.0,119,CDS-PP,273.0,"5,93",0.0,Partido,51.827572507
112,MURTOSA,10068,4850,124.0,119,PPD/PSD,3430.0,"74,45",6.0,Partido,51.827572507
112,MURTOSA,10068,4850,124.0,119,PS,789.0,"17,13",1.0,Partido,51.827572507
112,MURTOSA,10068,4850,124.0,119,PCP-PEV,115.0,"2,5",0.0,Coligação,51.827572507
1011,NAZARÉ,14450,7331,226.0,205,B.E.,172.0,"2,49",0.0,Partido,49.2664359862
1011,NAZARÉ,14450,7331,226.0,205,CDS-PP,194.0,"2,81",0.0,Partido,49.2664359862
1011,NAZARÉ,14450,7331,226.0,205,MPT,430.0,"6,23",0.0,Partido,49.2664359862
1011,NAZARÉ,14450,7331,226.0,205,PPD/PSD,1657.0,"24,01",2.0,Partido,49.2664359862
1011,NAZARÉ,14450,7331,226.0,205,PS,2683.0,"38,88",4.0,Partido,49.2664359862
1011,NAZARÉ,14450,7331,226.0,205,PCP-PEV,453.0,"6,57",0.0,Coligação,49.2664359862
1011,NAZARÉ,14450,7331,226.0,205,gcicn,722.0,"10,46",1.0,Grupos Cidadãos Eleitores,49.2664359862
1011,NAZARÉ,14450,7331,226.0,205,nv,589.0,"8,54",0.0,Grupos Cidadãos Eleitores,49.2664359862
1809,NELAS,13823,7924,334.0,255,PS,3503.0,"47,76",4.0,Partido,42.6752513926
1809,NELAS,13823,7924,334.0,255,PCP-PEV,342.0,"4,66",0.0,Coligação,42.6752513926
1809,NELAS,13823,7924,334.0,255,PPD/PSD.CDS-PP,3490.0,"47,58",3.0,Coligação,42.6752513926
1212,NISA,6715,4541,132.0,126,PS,1555.0,"36,31",2.0,Partido,32.3752792256
1212,NISA,6715,4541,132.0,126,PCP-PEV,1434.0,"33,48",2.0,Coligação,32.3752792256
1212,NISA,6715,4541,132.0,126,PPD/PSD.CDS-PP,1146.0,"26,76",1.0,Coligação,32.3752792256
1212,NISA,6715,4541,132.0,126,mimcn,148.0,"3,46",0.0,Grupos Cidadãos Eleitores,32.3752792256
4202,NORDESTE,4831,3516,51.0,46,PPD/PSD,1660.0,"48,55",2.0,Partido,27.2200372594
4202,NORDESTE,4831,3516,51.0,46,PS,1759.0,"51,45",3.0,Partido,27.2200372594
1012,ÓBIDOS,10550,5773,236.0,156,CDS-PP,194.0,"3,61",0.0,Partido,45.2796208531
4501,CALHETA (R.A.M.),12550,6645,55.0,209,CDS-PP,1708.0,"26,77",2.0,Partido,47.0517928287
4501,CALHETA (R.A.M.),12550,6645,55.0,209,PPD/PSD,3912.0,"61,31",5.0,Partido,47.0517928287
4501,CALHETA (R.A.M.),12550,6645,55.0,209,PS,537.0,"8,42",0.0,Partido,47.0517928287
4501,CALHETA (R.A.M.),12550,6645,55.0,209,PCP-PEV,224.0,"3,51",0.0,Coligação,47.0517928287
3102,CÂMARA DE LOBOS,32457,15516,234.0,706,CDS-PP,2548.0,"17,48",1.0,Partido,52.1952121268
3102,CÂMARA DE LOBOS,32457,15516,234.0,706,MPT,2199.0,"15,09",1.0,Partido,52.1952121268
3102,CÂMARA DE LOBOS,32457,15516,234.0,706,PAN,605.0,"4,15",0.0,Partido,52.1952121268
3102,CÂMARA DE LOBOS,32457,15516,234.0,706,PPD/PSD,6188.0,"42,45",4.0,Partido,52.1952121268
3102,CÂMARA DE LOBOS,32457,15516,234.0,706,PCP-PEV,878.0,"6,02",0.0,Coligação,52.1952121268
3102,CÂMARA DE LOBOS,32457,15516,234.0,706,PS-PTP-PND-BE,2158.0,"14,81",1.0,Coligação,52.1952121268
1602,CAMINHA,17053,10961,196.0,180,PPD/PSD,4941.0,"46,68",3.0,Partido,35.7239195449
1602,CAMINHA,17053,10961,196.0,180,PS,5202.0,"49,15",4.0,Partido,35.7239195449
1602,CAMINHA,17053,10961,196.0,180,PCP-PEV,442.0,"4,18",0.0,Coligação,35.7239195449
1204,CAMPO MAIOR,7540,5430,86.0,58,B.E.,39.0,"0,74",0.0,Partido,27.9840848806
1204,CAMPO MAIOR,7540,5430,86.0,58,MPT,1430.0,"27,05",1.0,Partido,27.9840848806
1204,CAMPO MAIOR,7540,5430,86.0,58,PPD/PSD,89.0,"1,68",0.0,Partido,27.9840848806
1204,CAMPO MAIOR,7540,5430,86.0,58,PS,3408.0,"64,47",4.0,Partido,27.9840848806
1204,CAMPO MAIOR,7540,5430,86.0,58,PCP-PEV,320.0,"6,05",0.0,Coligação,27.9840848806
602,CANTANHEDE,36678,19094,953.0,509,CDS-PP,337.0,"1,91",0.0,Partido,47.9415453405
602,CANTANHEDE,36678,19094,953.0,509,PPD/PSD,11294.0,"64,05",5.0,Partido,47.9415453405
602,CANTANHEDE,36678,19094,953.0,509,PS,5373.0,"30,47",2.0,Partido,47.9415453405
602,CANTANHEDE,36678,19094,953.0,509,PCP-PEV,628.0,"3,56",0.0,Coligação,47.9415453405
403,CARRAZEDA DE ANSIÃES,7123,4364,116.0,159,CDS-PP,789.0,"19,3",1.0,Partido,38.7336796294
403,CARRAZEDA DE ANSIÃES,7123,4364,116.0,159,PPD/PSD,2616.0,"63,98",4.0,Partido,38.7336796294
403,CARRAZEDA DE ANSIÃES,7123,4364,116.0,159,PS,624.0,"15,26",0.0,Partido,38.7336796294
403,CARRAZEDA DE ANSIÃES,7123,4364,116.0,159,PCP-PEV,60.0,"1,47",0.0,Coligação,38.7336796294
1802,CARREGAL DO SAL,10038,5458,160.0,151,CDS-PP,300.0,"5,83",0.0,Partido,45.6266188484
1802,CARREGAL DO SAL,10038,5458,160.0,151,PPD/PSD,1864.0,"36,22",3.0,Partido,45.6266188484
1802,CARREGAL DO SAL,10038,5458,160.0,151,PS,2886.0,"56,07",4.0,Partido,45.6266188484
1802,CARREGAL DO SAL,10038,5458,160.0,151,PCP-PEV,97.0,"1,88",0.0,Coligação,45.6266188484
1406,CARTAXO,20884,11347,382.0,336,B.E.,313.0,"2,94",0.0,Partido,45.6665389772
1406,CARTAXO,20884,11347,382.0,336,CDS-PP,118.0,"1,11",0.0,Partido,45.6665389772
1406,CARTAXO,20884,11347,382.0,336,PPD/PSD,2211.0,"20,8",2.0,Partido,45.6665389772
1406,CARTAXO,20884,11347,382.0,336,PS,4132.0,"38,87",3.0,Partido,45.6665389772
1406,CARTAXO,20884,11347,382.0,336,PCP-PEV,1032.0,"9,71",0.0,Coligação,45.6665389772
1406,CARTAXO,20884,11347,382.0,336,PV-MPC,2823.0,"26,56",2.0,Grupos Cidadãos Eleitores,45.6665389772
1105,CASCAIS,172537,65549,3592.0,2353,B.E.,2997.0,"5,03",0.0,Partido,62.0087285626
1105,CASCAIS,172537,65549,3592.0,2353,PCTP/MRPP,577.0,"0,97",0.0,Partido,62.0087285626
1105,CASCAIS,172537,65549,3592.0,2353,PS,14143.0,"23,73",3.0,Partido,62.0087285626
1105,CASCAIS,172537,65549,3592.0,2353,PTP,901.0,"1,51",0.0,Partido,62.0087285626
1105,CASCAIS,172537,65549,3592.0,2353,PCP-PEV,7366.0,"12,36",1.0,Coligação,62.0087285626
1105,CASCAIS,172537,65549,3592.0,2353,PPD/PSD.CDS-PP,28005.0,"46,99",6.0,Coligação,62.0087285626
1105,CASCAIS,172537,65549,3592.0,2353,PPM/PPV/PND,629.0,"1,06",0.0,Coligação,62.0087285626
1105,CASCAIS,172537,65549,3592.0,2353,scmi,4986.0,"8,37",1.0,Grupos Cidadãos Eleitores,62.0087285626
1007,CASTANHEIRA DE PÊRA,2931,2079,60.0,65,CDS-PP,70.0,"3,58",0.0,Partido,29.0685772774
1007,CASTANHEIRA DE PÊRA,2931,2079,60.0,65,PPD/PSD,634.0,"32,45",2.0,Partido,29.0685772774
1007,CASTANHEIRA DE PÊRA,2931,2079,60.0,65,PS,905.0,"46,32",2.0,Partido,29.0685772774
1007,CASTANHEIRA DE PÊRA,2931,2079,60.0,65,PCP-PEV,34.0,"1,74",0.0,Coligação,29.0685772774
1007,CASTANHEIRA DE PÊRA,2931,2079,60.0,65,MAIS,311.0,"15,92",1.0,Grupos Cidadãos Eleitores,29.0685772774
502,CASTELO BRANCO,51325,26032,1095.0,818,B.E.,667.0,"2,77",0.0,Partido,49.2800779347
502,CASTELO BRANCO,51325,26032,1095.0,818,CDS-PP,778.0,"3,23",0.0,Partido,49.2800779347
502,CASTELO BRANCO,51325,26032,1095.0,818,PPD/PSD,5209.0,"21,6",2.0,Partido,49.2800779347
502,CASTELO BRANCO,51325,26032,1095.0,818,PS,16103.0,"66,76",7.0,Partido,49.2800779347
502,CASTELO BRANCO,51325,26032,1095.0,818,PCP-PEV,1362.0,"5,65",0.0,Coligação,49.2800779347
106,CASTELO DE PAIVA,14780,11221,131.0,158,B.E.,74.0,"0,68",0.0,Partido,24.0798376184
106,CASTELO DE PAIVA,14780,11221,131.0,158,CDS-PP,94.0,"0,86",0.0,Partido,24.0798376184
106,CASTELO DE PAIVA,14780,11221,131.0,158,PPD/PSD,4036.0,"36,92",3.0,Partido,24.0798376184
106,CASTELO DE PAIVA,14780,11221,131.0,158,PS,6622.0,"60,57",4.0,Partido,24.0798376184
106,CASTELO DE PAIVA,14780,11221,131.0,158,PCP-PEV,106.0,"0,97",0.0,Coligação,24.0798376184
1205,CASTELO DE VIDE,2973,2204,55.0,42,PPD/PSD,1305.0,"61,94",3.0,Partido,25.8661284897
1205,CASTELO DE VIDE,2973,2204,55.0,42,PS,705.0,"33,46",2.0,Partido,25.8661284897
1205,CASTELO DE VIDE,2973,2204,55.0,42,PCP-PEV,97.0,"4,6",0.0,Coligação,25.8661284897
1803,CASTRO DAIRE,16461,9851,246.0,215,CDS-PP,392.0,"4,17",0.0,Partido,40.1555191058
1803,CASTRO DAIRE,16461,9851,246.0,215,PPD/PSD,3508.0,"37,36",3.0,Partido,40.1555191058
1803,CASTRO DAIRE,16461,9851,246.0,215,PS,5339.0,"56,86",4.0,Partido,40.1555191058
1803,CASTRO DAIRE,16461,9851,246.0,215,PCP-PEV,151.0,"1,61",0.0,Coligação,40.1555191058
804,CASTRO MARIM,5935,3928,84.0,69,B.E.,80.0,"2,12",0.0,Partido,33.8163437237
804,CASTRO MARIM,5935,3928,84.0,69,CDS-PP,24.0,"0,64",0.0,Partido,33.8163437237
804,CASTRO MARIM,5935,3928,84.0,69,PPD/PSD,1863.0,"49,35",3.0,Partido,33.8163437237
804,CASTRO MARIM,5935,3928,84.0,69,PS,1692.0,"44,82",2.0,Partido,33.8163437237
804,CASTRO MARIM,5935,3928,84.0,69,PCP-PEV,116.0,"3,07",0.0,Coligação,33.8163437237
206,CASTRO VERDE,6547,3934,111.0,62,PS,1401.0,"37,25",2.0,Partido,39.911409806
206,CASTRO VERDE,6547,3934,111.0,62,PCP-PEV,2151.0,"57,19",3.0,Coligação,39.911409806
206,CASTRO VERDE,6547,3934,111.0,62,PPD/PSD.CDS-PP,209.0,"5,56",0.0,Coligação,39.911409806
903,CELORICO DA BEIRA,8656,5621,115.0,123,PS,2951.0,"54,82",3.0,Partido,35.0623844732
903,CELORICO DA BEIRA,8656,5621,115.0,123,PTP,37.0,"0,69",0.0,Partido,35.0623844732
903,CELORICO DA BEIRA,8656,5621,115.0,123,PCP-PEV,78.0,"1,45",0.0,Coligação,35.0623844732
903,CELORICO DA BEIRA,8656,5621,115.0,123,PPD/PSD.CDS-PP,2317.0,"43,04",2.0,Coligação,35.0623844732
305,CELORICO DE BASTO,19370,12255,297.0,233,CDS-PP,740.0,"6,31",0.0,Partido,36.7320598864
305,CELORICO DE BASTO,19370,12255,297.0,233,PPD/PSD,7871.0,"67,13",5.0,Partido,36.7320598864
305,CELORICO DE BASTO,19370,12255,297.0,233,PS,2680.0,"22,86",2.0,Partido,36.7320598864
305,CELORICO DE BASTO,19370,12255,297.0,233,PCP-PEV,434.0,"3,7",0.0,Coligação,36.7320598864
1407,CHAMUSCA,8760,5375,175.0,124,B.E.,184.0,"3,62",0.0,Partido,38.6415525114
1407,CHAMUSCA,8760,5375,175.0,124,PS,1795.0,"35,36",2.0,Partido,38.6415525114
1407,CHAMUSCA,8760,5375,175.0,124,PCP-PEV,1721.0,"33,9",2.0,Coligação,38.6415525114
1407,CHAMUSCA,8760,5375,175.0,124,PPD/PSD.CDS-PP,1376.0,"27,11",1.0,Coligação,38.6415525114
1703,CHAVES,46095,24790,906.0,717,CDS-PP,781.0,"3,37",0.0,Partido,46.2197635318
1703,CHAVES,46095,24790,906.0,717,PPD/PSD,9772.0,"42,18",3.0,Partido,46.2197635318
1703,CHAVES,46095,24790,906.0,717,PS,7344.0,"31,7",3.0,Partido,46.2197635318
1703,CHAVES,46095,24790,906.0,717,PCP-PEV,1545.0,"6,67",0.0,Coligação,46.2197635318
1703,CHAVES,46095,24790,906.0,717,MAI,3725.0,"16,08",1.0,Grupos Cidadãos Eleitores,46.2197635318
1804,CINFÃES,18287,12195,190.0,228,PS,7033.0,"59,72",4.0,Partido,33.3132826598
1804,CINFÃES,18287,12195,190.0,228,PCP-PEV,296.0,"2,51",0.0,Coligação,33.3132826598
1804,CINFÃES,18287,12195,190.0,228,PPD/PSD.CDS-PP,4448.0,"37,77",3.0,Coligação,33.3132826598
603,COIMBRA,129060,63744,3404.0,1828,CDS-PP,2691.0,"4,6",0.0,Partido,50.6090190609
603,COIMBRA,129060,63744,3404.0,1828,PAN,945.0,"1,62",0.0,Partido,50.6090190609
603,COIMBRA,129060,63744,3404.0,1828,PCTP/MRPP,559.0,"0,96",0.0,Partido,50.6090190609
603,COIMBRA,129060,63744,3404.0,1828,PS,22632.0,"38,68",5.0,Partido,50.6090190609
603,COIMBRA,129060,63744,3404.0,1828,PCP-PEV,7079.0,"12,1",1.0,Coligação,50.6090190609
603,COIMBRA,129060,63744,3404.0,1828,PPD/PSD.PPM.MPT,18730.0,"32,01",4.0,Coligação,50.6090190609
603,COIMBRA,129060,63744,3404.0,1828,CPC,5876.0,"10,04",1.0,Grupos Cidadãos Eleitores,50.6090190609
604,CONDEIXA-A-NOVA,13925,7665,423.0,205,B.E.,625.0,"8,88",0.0,Partido,44.9551166966
604,CONDEIXA-A-NOVA,13925,7665,423.0,205,CDS-PP,136.0,"1,93",0.0,Partido,44.9551166966
604,CONDEIXA-A-NOVA,13925,7665,423.0,205,PPD/PSD,1935.0,"27,5",2.0,Partido,44.9551166966
604,CONDEIXA-A-NOVA,13925,7665,423.0,205,PS,3815.0,"54,21",5.0,Partido,44.9551166966
604,CONDEIXA-A-NOVA,13925,7665,423.0,205,PCP-PEV,526.0,"7,47",0.0,Coligação,44.9551166966
1408,CONSTÂNCIA,3491,2370,56.0,44,PPD/PSD,80.0,"3,52",0.0,Partido,32.111142939
1408,CONSTÂNCIA,3491,2370,56.0,44,PS,900.0,"39,65",2.0,Partido,32.111142939
1408,CONSTÂNCIA,3491,2370,56.0,44,PCP-PEV,1080.0,"47,58",3.0,Coligação,32.111142939
1408,CONSTÂNCIA,3491,2370,56.0,44,CDS-PP.MPT,210.0,"9,25",0.0,Coligação,32.111142939
1409,CORUCHE,17649,9970,258.0,178,B.E.,151.0,"1,58",0.0,Partido,43.5095472831
1409,CORUCHE,17649,9970,258.0,178,CDS-PP,278.0,"2,92",0.0,Partido,43.5095472831
1409,CORUCHE,17649,9970,258.0,178,PPD/PSD,1157.0,"12,14",1.0,Partido,43.5095472831
1409,CORUCHE,17649,9970,258.0,178,PS,5386.0,"56,49",4.0,Partido,43.5095472831
1409,CORUCHE,17649,9970,258.0,178,PCP-PEV,2562.0,"26,87",2.0,Coligação,43.5095472831
4901,CORVO,356,273,15.0,4,PPD/PSD,93.0,"36,61",2.0,Partido,23.3146067416
4901,CORVO,356,273,15.0,4,PS,161.0,"63,39",3.0,Partido,23.3146067416
503,COVILHÃ,49773,28763,1025.0,817,B.E.,503.0,"1,87",0.0,Partido,42.2116408495
503,COVILHÃ,49773,28763,1025.0,817,PPD/PSD,4318.0,"16,04",1.0,Partido,42.2116408495
503,COVILHÃ,49773,28763,1025.0,817,PS,10789.0,"40,08",3.0,Partido,42.2116408495
503,COVILHÃ,49773,28763,1025.0,817,PCP-PEV,3166.0,"11,76",1.0,Coligação,42.2116408495
503,COVILHÃ,49773,28763,1025.0,817,pfac,8145.0,"30,26",2.0,Grupos Cidadãos Eleitores,42.2116408495
1206,CRATO,3341,2525,34.0,49,PPD/PSD,434.0,"17,77",1.0,Partido,24.423825202
1206,CRATO,3341,2525,34.0,49,PS,1061.0,"43,45",2.0,Partido,24.423825202
1206,CRATO,3341,2525,34.0,49,PCP-PEV,947.0,"38,78",2.0,Coligação,24.423825202
207,CUBA,3982,3081,62.0,42,PS,1144.0,"38,43",2.0,Partido,22.6268206931
207,CUBA,3982,3081,62.0,42,PCP-PEV,1748.0,"58,72",3.0,Coligação,22.6268206931
207,CUBA,3982,3081,62.0,42,PPD/PSD.CDS-PP,85.0,"2,86",0.0,Coligação,22.6268206931
601,ARGANIL,11271,7004,282.0,264,PPD/PSD,3965.0,"61,4",5.0,Partido,37.8582202112
601,ARGANIL,11271,7004,282.0,264,PS,2086.0,"32,3",2.0,Partido,37.8582202112
601,ARGANIL,11271,7004,282.0,264,PCP-PEV,407.0,"6,3",0.0,Coligação,37.8582202112
1801,ARMAMAR,6424,4299,53.0,110,B.E.,73.0,"1,76",0.0,Partido,33.0790784558
1801,ARMAMAR,6424,4299,53.0,110,CDS-PP,900.0,"21,76",1.0,Partido,33.0790784558
1801,ARMAMAR,6424,4299,53.0,110,PPD/PSD,2448.0,"59,19",4.0,Partido,33.0790784558
1801,ARMAMAR,6424,4299,53.0,110,PS,489.0,"11,82",0.0,Partido,33.0790784558
1801,ARMAMAR,6424,4299,53.0,110,PCP-PEV,226.0,"5,46",0.0,Coligação,33.0790784558
104,AROUCA,20909,13867,316.0,250,CDS-PP,726.0,"5,46",0.0,Partido,33.6792768664
104,AROUCA,20909,13867,316.0,250,PPD/PSD,3934.0,"29,58",2.0,Partido,33.6792768664
104,AROUCA,20909,13867,316.0,250,PS,8250.0,"62,03",5.0,Partido,33.6792768664
104,AROUCA,20909,13867,316.0,250,PCP-PEV,391.0,"2,94",0.0,Coligação,33.6792768664
702,ARRAIOLOS,6237,4047,136.0,89,CDS-PP,49.0,"1,28",0.0,Partido,35.113035113
702,ARRAIOLOS,6237,4047,136.0,89,PPD/PSD,190.0,"4,97",0.0,Partido,35.113035113
702,ARRAIOLOS,6237,4047,136.0,89,PS,1367.0,"35,77",2.0,Partido,35.113035113
702,ARRAIOLOS,6237,4047,136.0,89,PCP-PEV,2216.0,"57,98",3.0,Coligação,35.113035113
1202,ARRONCHES,2755,2233,44.0,23,PPD/PSD,1154.0,"53,28",3.0,Partido,18.9473684211
1202,ARRONCHES,2755,2233,44.0,23,PS,938.0,"43,31",2.0,Partido,18.9473684211
1202,ARRONCHES,2755,2233,44.0,23,PCP-PEV,74.0,"3,42",0.0,Coligação,18.9473684211
1102,ARRUDA DOS VINHOS,10399,6098,185.0,134,CDS-PP,184.0,"3,18",0.0,Partido,41.3597461294
1102,ARRUDA DOS VINHOS,10399,6098,185.0,134,PPD/PSD,2149.0,"37,19",3.0,Partido,41.3597461294
1102,ARRUDA DOS VINHOS,10399,6098,185.0,134,PS,2917.0,"50,48",4.0,Partido,41.3597461294
1102,ARRUDA DOS VINHOS,10399,6098,185.0,134,PCP-PEV,529.0,"9,15",0.0,Coligação,41.3597461294
105,AVEIRO,70133,34328,1829.0,970,B.E.,1366.0,"4,33",0.0,Partido,51.0529993013
105,AVEIRO,70133,34328,1829.0,970,P.N.R.,123.0,"0,39",0.0,Partido,51.0529993013
105,AVEIRO,70133,34328,1829.0,970,PCTP/MRPP,234.0,"0,74",0.0,Partido,51.0529993013
105,AVEIRO,70133,34328,1829.0,970,PS,8372.0,"26,55",3.0,Partido,51.0529993013
105,AVEIRO,70133,34328,1829.0,970,PCP-PEV,1259.0,"3,99",0.0,Coligação,51.0529993013
105,AVEIRO,70133,34328,1829.0,970,PPD/PSD.CDS-PP.PPM,16695.0,"52,95",5.0,Coligação,51.0529993013
105,AVEIRO,70133,34328,1829.0,970,JPA,3480.0,"11,04",1.0,Grupos Cidadãos Eleitores,51.0529993013
1203,AVIS,3823,2777,73.0,72,PPD/PSD,373.0,"14,17",0.0,Partido,27.3607114831
1203,AVIS,3823,2777,73.0,72,PS,844.0,"32,07",2.0,Partido,27.3607114831
1203,AVIS,3823,2777,73.0,72,PCP-PEV,1415.0,"53,76",3.0,Coligação,27.3607114831
1103,AZAMBUJA,17611,9494,430.0,404,PS,3981.0,"45,97",3.0,Partido,46.0905116121
1103,AZAMBUJA,17611,9494,430.0,404,PCP-PEV,2417.0,"27,91",2.0,Coligação,46.0905116121
1103,AZAMBUJA,17611,9494,430.0,404,PPD/PSD.CDS-PP.MPT.PPM,2262.0,"26,12",2.0,Coligação,46.0905116121
1302,BAIÃO,18356,12004,255.0,272,CDS-PP,500.0,"4,36",0.0,Partido,34.6044889954
1302,BAIÃO,18356,12004,255.0,272,PPD/PSD,2201.0,"19,18",1.0,Partido,34.6044889954
1302,BAIÃO,18356,12004,255.0,272,PS,8584.0,"74,79",6.0,Partido,34.6044889954
1302,BAIÃO,18356,12004,255.0,272,PCP-PEV,192.0,"1,67",0.0,Coligação,34.6044889954
302,BARCELOS,107898,74536,2076.0,1283,B.E.,1429.0,"2,01",0.0,Partido,30.919942909
302,BARCELOS,107898,74536,2076.0,1283,PCTP/MRPP,568.0,"0,8",0.0,Partido,30.919942909
302,BARCELOS,107898,74536,2076.0,1283,PS,34313.0,"48,21",6.0,Partido,30.919942909
302,BARCELOS,107898,74536,2076.0,1283,PCP-PEV,1226.0,"1,72",0.0,Coligação,30.919942909
302,BARCELOS,107898,74536,2076.0,1283,PPD/PSD.CDS-PP.PPM,26058.0,"36,61",4.0,Coligação,30.919942909
302,BARCELOS,107898,74536,2076.0,1283,MIB,7583.0,"10,65",1.0,Grupos Cidadãos Eleitores,30.919942909
204,BARRANCOS,1437,1123,48.0,21,PS,443.0,"42,03",2.0,Partido,21.851078636
204,BARRANCOS,1437,1123,48.0,21,PCP-PEV,611.0,"57,97",3.0,Coligação,21.851078636
1504,BARREIRO,70530,32041,1330.0,1183,B.E.,1962.0,"6,64",0.0,Partido,54.5711044945
1504,BARREIRO,70530,32041,1330.0,1183,CDS-PP,424.0,"1,44",0.0,Partido,54.5711044945
