DICOFR ,Ref_Municipio_INE,Concelho,Freguesia,Orgao,Inscritos,Votantes,Brancos,Nulos,Sigla,Votos,Percentagem,M,Tipo,dsc_municipio
170900,1709,RIBEIRA DE PENA,NULL,AM,8125,5196,75,84,PS,2596,"51,54",9,Partido,RIBEIRA DE PENA
170900,1709,RIBEIRA DE PENA,NULL,CM,8125,5197,68,75,PCP-PEV,45,"0,89",0,Coligação,RIBEIRA DE PENA
170900,1709,RIBEIRA DE PENA,NULL,AM,8125,5196,75,84,PCP-PEV,56,"1,11",0,Coligação,RIBEIRA DE PENA
170900,1709,RIBEIRA DE PENA,NULL,CM,8125,5197,68,75,uprp,273,"5,4",0,Grupos Cidadãos Eleitores,RIBEIRA DE PENA
170900,1709,RIBEIRA DE PENA,NULL,AM,8125,5196,75,84,uprp,286,"5,68",0,Grupos Cidadãos Eleitores,RIBEIRA DE PENA
420501,4205,RIBEIRA GRANDE,CALHETAS,AF,771,436,8,2,PPD/PSD,170,"39,91",3,Partido,RIBEIRA GRANDE
420501,4205,RIBEIRA GRANDE,CALHETAS,AF,771,436,8,2,PS,256,"60,09",4,Partido,RIBEIRA GRANDE
420502,4205,RIBEIRA GRANDE,FENAIS DA AJUDA,AF,1009,680,6,7,PPD/PSD,451,"67,62",6,Partido,RIBEIRA GRANDE
420502,4205,RIBEIRA GRANDE,FENAIS DA AJUDA,AF,1009,680,6,7,PS,216,"32,38",3,Partido,RIBEIRA GRANDE
420503,4205,RIBEIRA GRANDE,LOMBA DA MAIA,AF,1042,704,12,6,PPD/PSD,344,"50,15",5,Partido,RIBEIRA GRANDE
420503,4205,RIBEIRA GRANDE,LOMBA DA MAIA,AF,1042,704,12,6,PS,342,"49,85",4,Partido,RIBEIRA GRANDE
420504,4205,RIBEIRA GRANDE,LOMBA DE SÃO PEDRO,AF,302,228,4,2,PPD/PSD,93,"41,89",3,Partido,RIBEIRA GRANDE
420504,4205,RIBEIRA GRANDE,LOMBA DE SÃO PEDRO,AF,302,228,4,2,PS,129,"58,11",4,Partido,RIBEIRA GRANDE
420505,4205,RIBEIRA GRANDE,MAIA,AF,1827,1000,32,12,PPD/PSD,250,"26,15",2,Partido,RIBEIRA GRANDE
420505,4205,RIBEIRA GRANDE,MAIA,AF,1827,1000,32,12,PS,706,"73,85",7,Partido,RIBEIRA GRANDE
420506,4205,RIBEIRA GRANDE,PICO DA PEDRA,AF,2358,1144,33,20,B.E.,45,"4,12",0,Partido,RIBEIRA GRANDE
420506,4205,RIBEIRA GRANDE,PICO DA PEDRA,AF,2358,1144,33,20,PPD/PSD,627,"57,47",6,Partido,RIBEIRA GRANDE
420506,4205,RIBEIRA GRANDE,PICO DA PEDRA,AF,2358,1144,33,20,PS,351,"32,17",3,Partido,RIBEIRA GRANDE
420506,4205,RIBEIRA GRANDE,PICO DA PEDRA,AF,2358,1144,33,20,PCP-PEV,68,"6,23",0,Coligação,RIBEIRA GRANDE
420507,4205,RIBEIRA GRANDE,PORTO FORMOSO,AF,1141,676,10,13,PPD/PSD,289,"44,26",4,Partido,RIBEIRA GRANDE
420507,4205,RIBEIRA GRANDE,PORTO FORMOSO,AF,1141,676,10,13,PS,364,"55,74",5,Partido,RIBEIRA GRANDE
420508,4205,RIBEIRA GRANDE,RABO DE PEIXE,AF,6901,3617,53,59,B.E.,162,"4,62",0,Partido,RIBEIRA GRANDE
420508,4205,RIBEIRA GRANDE,RABO DE PEIXE,AF,6901,3617,53,59,PPD/PSD,2338,"66,7",9,Partido,RIBEIRA GRANDE
420508,4205,RIBEIRA GRANDE,RABO DE PEIXE,AF,6901,3617,53,59,PS,973,"27,76",4,Partido,RIBEIRA GRANDE
420508,4205,RIBEIRA GRANDE,RABO DE PEIXE,AF,6901,3617,53,59,PCP-PEV,32,"0,91",0,Coligação,RIBEIRA GRANDE
420509,4205,RIBEIRA GRANDE,RIBEIRA GRANDE (CONCEIÇÃO),AF,2091,1133,26,24,B.E.,38,"3,51",0,Partido,RIBEIRA GRANDE
420509,4205,RIBEIRA GRANDE,RIBEIRA GRANDE (CONCEIÇÃO),AF,2091,1133,26,24,PPD/PSD,353,"32,59",3,Partido,RIBEIRA GRANDE
420509,4205,RIBEIRA GRANDE,RIBEIRA GRANDE (CONCEIÇÃO),AF,2091,1133,26,24,PS,692,"63,9",6,Partido,RIBEIRA GRANDE
420510,4205,RIBEIRA GRANDE,RIBEIRA GRANDE (MATRIZ),AF,3511,1805,58,29,PPD/PSD,838,"48,78",4,Partido,RIBEIRA GRANDE
420510,4205,RIBEIRA GRANDE,RIBEIRA GRANDE (MATRIZ),AF,3511,1805,58,29,PS,880,"51,22",5,Partido,RIBEIRA GRANDE
420511,4205,RIBEIRA GRANDE,RIBEIRA SECA,AF,2504,1255,16,19,PPD/PSD,853,"69,92",6,Partido,RIBEIRA GRANDE
420511,4205,RIBEIRA GRANDE,RIBEIRA SECA,AF,2504,1255,16,19,PS,367,"30,08",3,Partido,RIBEIRA GRANDE
420512,4205,RIBEIRA GRANDE,RIBEIRINHA,AF,2144,1072,17,18,PPD/PSD,731,"70,49",7,Partido,RIBEIRA GRANDE
420512,4205,RIBEIRA GRANDE,RIBEIRINHA,AF,2144,1072,17,18,PS,288,"27,77",2,Partido,RIBEIRA GRANDE
420512,4205,RIBEIRA GRANDE,RIBEIRINHA,AF,2144,1072,17,18,PCP-PEV,18,"1,74",0,Coligação,RIBEIRA GRANDE
420513,4205,RIBEIRA GRANDE,SANTA BÁRBARA,AF,1126,645,7,7,PPD/PSD,164,"25,99",2,Partido,RIBEIRA GRANDE
420513,4205,RIBEIRA GRANDE,SANTA BÁRBARA,AF,1126,645,7,7,PS,467,"74,01",7,Partido,RIBEIRA GRANDE
420514,4205,RIBEIRA GRANDE,SÃO BRÁS,AF,561,397,9,4,PPD/PSD,196,"51,04",4,Partido,RIBEIRA GRANDE
420514,4205,RIBEIRA GRANDE,SÃO BRÁS,AF,561,397,9,4,PS,188,"48,96",3,Partido,RIBEIRA GRANDE
420500,4205,RIBEIRA GRANDE,NULL,CM,27288,14792,234,205,B.E.,486,"3,39",0,Partido,RIBEIRA GRANDE
420500,4205,RIBEIRA GRANDE,NULL,AM,27288,14793,278,208,B.E.,705,"4,93",1,Partido,RIBEIRA GRANDE
420500,4205,RIBEIRA GRANDE,NULL,CM,27288,14792,234,205,PPD/PSD,7791,"54,28",4,Partido,RIBEIRA GRANDE
420500,4205,RIBEIRA GRANDE,NULL,AM,27288,14793,278,208,PPD/PSD,7461,"52,15",11,Partido,RIBEIRA GRANDE
420500,4205,RIBEIRA GRANDE,NULL,CM,27288,14792,234,205,PS,5861,"40,83",3,Partido,RIBEIRA GRANDE
420500,4205,RIBEIRA GRANDE,NULL,AM,27288,14793,278,208,PS,5876,"41,07",9,Partido,RIBEIRA GRANDE
420500,4205,RIBEIRA GRANDE,NULL,CM,27288,14792,234,205,PCP-PEV,215,"1,5",0,Coligação,RIBEIRA GRANDE
420500,4205,RIBEIRA GRANDE,NULL,AM,27288,14793,278,208,PCP-PEV,265,"1,85",0,Coligação,RIBEIRA GRANDE
141401,1414,RIO MAIOR,ALCOBERTAS,AF,1645,1216,47,53,PS,311,"27,87",2,Partido,RIO MAIOR
141401,1414,RIO MAIOR,ALCOBERTAS,AF,1645,1216,47,53,PPD/PSD.CDS-PP,805,"72,13",7,Coligação,RIO MAIOR
141402,1414,RIO MAIOR,ARROUQUELAS,AF,498,361,7,8,PS,206,"59,54",5,Partido,RIO MAIOR
141402,1414,RIO MAIOR,ARROUQUELAS,AF,498,361,7,8,PCP-PEV,70,"20,23",1,Coligação,RIO MAIOR
141402,1414,RIO MAIOR,ARROUQUELAS,AF,498,361,7,8,PPD/PSD.CDS-PP,70,"20,23",1,Coligação,RIO MAIOR
141410,1414,RIO MAIOR,ASSEICEIRA,AF,841,543,25,19,PS,120,"24,05",2,Partido,RIO MAIOR
141410,1414,RIO MAIOR,ASSEICEIRA,AF,841,543,25,19,PCP-PEV,220,"44,09",3,Coligação,RIO MAIOR
141410,1414,RIO MAIOR,ASSEICEIRA,AF,841,543,25,19,PPD/PSD.CDS-PP,94,"18,84",1,Coligação,RIO MAIOR
141410,1414,RIO MAIOR,ASSEICEIRA,AF,841,543,25,19,MIC-RM,65,"13,03",1,Grupos Cidadãos Eleitores,RIO MAIOR
141405,1414,RIO MAIOR,FRÁGUAS,AF,841,565,15,17,PS,161,"30,21",2,Partido,RIO MAIOR
141405,1414,RIO MAIOR,FRÁGUAS,AF,841,565,15,17,PPD/PSD.CDS-PP,372,"69,79",5,Coligação,RIO MAIOR
141408,1414,RIO MAIOR,RIO MAIOR,AF,10248,5178,187,194,B.E.,122,"2,54",0,Partido,RIO MAIOR
141408,1414,RIO MAIOR,RIO MAIOR,AF,10248,5178,187,194,PS,1054,"21,97",3,Partido,RIO MAIOR
141408,1414,RIO MAIOR,RIO MAIOR,AF,10248,5178,187,194,PCP-PEV,429,"8,94",1,Coligação,RIO MAIOR
141408,1414,RIO MAIOR,RIO MAIOR,AF,10248,5178,187,194,PPD/PSD.CDS-PP,2782,"57,99",8,Coligação,RIO MAIOR
141408,1414,RIO MAIOR,RIO MAIOR,AF,10248,5178,187,194,MIC-RM,410,"8,55",1,Grupos Cidadãos Eleitores,RIO MAIOR
141411,1414,RIO MAIOR,SÃO SEBASTIÃO,AF,461,302,3,7,PS,81,"27,74",2,Partido,RIO MAIOR
141411,1414,RIO MAIOR,SÃO SEBASTIÃO,AF,461,302,3,7,PPD/PSD.CDS-PP,211,"72,26",5,Coligação,RIO MAIOR
141415,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE AZAMBUJEIRA E MALAQUEIJO,AF,753,538,15,16,PS,249,"49,11",4,Partido,RIO MAIOR
141415,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE AZAMBUJEIRA E MALAQUEIJO,AF,753,538,15,16,PPD/PSD.CDS-PP,116,"22,88",1,Coligação,RIO MAIOR
141415,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE AZAMBUJEIRA E MALAQUEIJO,AF,753,538,15,16,MIC-RM,142,"28,01",2,Grupos Cidadãos Eleitores,RIO MAIOR
141416,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE MARMELEIRA E ASSENTIZ,AF,744,546,18,20,PCP-PEV,116,"22,83",1,Coligação,RIO MAIOR
141416,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE MARMELEIRA E ASSENTIZ,AF,744,546,18,20,PPD/PSD.CDS-PP,183,"36,02",3,Coligação,RIO MAIOR
141416,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE MARMELEIRA E ASSENTIZ,AF,744,546,18,20,UMA,209,"41,14",3,Grupos Cidadãos Eleitores,RIO MAIOR
141417,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE OUTEIRO DA CORTIÇADA E ARRUDA DOS PISÕES,AF,993,626,13,19,PCP-PEV,52,"8,75",0,Coligação,RIO MAIOR
141417,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE OUTEIRO DA CORTIÇADA E ARRUDA DOS PISÕES,AF,993,626,13,19,PPD/PSD.CDS-PP,325,"54,71",4,Coligação,RIO MAIOR
141417,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE OUTEIRO DA CORTIÇADA E ARRUDA DOS PISÕES,AF,993,626,13,19,MIC-RM,217,"36,53",3,Grupos Cidadãos Eleitores,RIO MAIOR
141418,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DA RIBEIRA E RIBEIRA DE SÃO JOÃO,AF,1208,735,56,32,PCP-PEV,111,"17,16",1,Coligação,RIO MAIOR
141418,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DA RIBEIRA E RIBEIRA DE SÃO JOÃO,AF,1208,735,56,32,PPD/PSD.CDS-PP,353,"54,56",5,Coligação,RIO MAIOR
141418,1414,RIO MAIOR,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DA RIBEIRA E RIBEIRA DE SÃO JOÃO,AF,1208,735,56,32,MIC-RM,183,"28,28",3,Grupos Cidadãos Eleitores,RIO MAIOR
141400,1414,RIO MAIOR,NULL,CM,18232,10610,383,347,B.E.,249,"2,52",0,Partido,RIO MAIOR
141400,1414,RIO MAIOR,NULL,AM,18232,10609,473,377,B.E.,302,"3,09",0,Partido,RIO MAIOR
141400,1414,RIO MAIOR,NULL,CM,18232,10610,383,347,PS,2085,"21,1",2,Partido,RIO MAIOR
141400,1414,RIO MAIOR,NULL,AM,18232,10609,473,377,PS,2320,"23,77",5,Partido,RIO MAIOR
141400,1414,RIO MAIOR,NULL,CM,18232,10610,383,347,PCP-PEV,1616,"16,36",1,Coligação,RIO MAIOR
141400,1414,RIO MAIOR,NULL,AM,18232,10609,473,377,PCP-PEV,1231,"12,61",3,Coligação,RIO MAIOR
141400,1414,RIO MAIOR,NULL,CM,18232,10610,383,347,PPD/PSD.CDS-PP,5189,"52,52",4,Coligação,RIO MAIOR
141400,1414,RIO MAIOR,NULL,AM,18232,10609,473,377,PPD/PSD.CDS-PP,4907,"50,28",11,Coligação,RIO MAIOR
141400,1414,RIO MAIOR,NULL,CM,18232,10610,383,347,MIC-RM,741,"7,5",0,Grupos Cidadãos Eleitores,RIO MAIOR
141400,1414,RIO MAIOR,NULL,AM,18232,10609,473,377,MIC-RM,999,"10,24",2,Grupos Cidadãos Eleitores,RIO MAIOR
171001,1710,SABROSA,CELEIRÓS,AF,239,174,1,1,PPD/PSD,57,"33,14",2,Partido,SABROSA
171001,1710,SABROSA,CELEIRÓS,AF,239,174,1,1,PS,115,"66,86",5,Partido,SABROSA
171002,1710,SABROSA,COVAS DO DOURO,AF,499,353,12,10,pcd,235,71,5,Grupos Cidadãos Eleitores,SABROSA
171002,1710,SABROSA,COVAS DO DOURO,AF,499,353,12,10,mf,96,29,2,Grupos Cidadãos Eleitores,SABROSA
171004,1710,SABROSA,GOUVINHAS,AF,327,186,0,5,PPD/PSD,120,"66,3",5,Partido,SABROSA
171004,1710,SABROSA,GOUVINHAS,AF,327,186,0,5,PS,61,"33,7",2,Partido,SABROSA
171007,1710,SABROSA,PAÇOS,AF,793,477,13,22,PPD/PSD,124,"28,05",2,Partido,SABROSA
171007,1710,SABROSA,PAÇOS,AF,793,477,13,22,PS,318,"71,95",5,Partido,SABROSA
171005,1710,SABROSA,PARADA DE PINHÃO,AF,358,247,74,7,PPD/PSD,166,100,7,Partido,SABROSA
171009,1710,SABROSA,SABROSA,AF,1101,825,14,31,PPD/PSD,205,"26,28",2,Partido,SABROSA
171009,1710,SABROSA,SABROSA,AF,1101,825,14,31,PS,350,"44,87",4,Partido,SABROSA
171009,1710,SABROSA,SABROSA,AF,1101,825,14,31,PCP-PEV,225,"28,85",3,Coligação,SABROSA
171011,1710,SABROSA,SÃO LOURENÇO DE RIBAPINHÃO,AF,500,300,3,4,PPD/PSD,84,"28,67",2,Partido,SABROSA
171011,1710,SABROSA,SÃO LOURENÇO DE RIBAPINHÃO,AF,500,300,3,4,PS,209,"71,33",5,Partido,SABROSA
171013,1710,SABROSA,SOUTO MAIOR,AF,525,380,5,11,PPD/PSD,168,"46,15",3,Partido,SABROSA
171013,1710,SABROSA,SOUTO MAIOR,AF,525,380,5,11,PS,196,"53,85",4,Partido,SABROSA
171014,1710,SABROSA,TORRE DO PINHÃO,AF,448,226,47,11,PS,168,100,7,Partido,SABROSA
171016,1710,SABROSA,"UNIÃO DAS FREGUESIAS DE PROVESENDE, GOUVÃES DO DOURO E SÃO CRISTÓVÃO DO DOURO",AF,600,427,2,12,PPD/PSD,133,"32,2",2,Partido,SABROSA
171016,1710,SABROSA,"UNIÃO DAS FREGUESIAS DE PROVESENDE, GOUVÃES DO DOURO E SÃO CRISTÓVÃO DO DOURO",AF,600,427,2,12,PS,280,"67,8",5,Partido,SABROSA
171017,1710,SABROSA,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DE ANTAS E PARADELA DE GUIÃES,AF,1198,710,19,27,PS,316,"47,59",4,Partido,SABROSA
171017,1710,SABROSA,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DE ANTAS E PARADELA DE GUIÃES,AF,1198,710,19,27,smp,348,"52,41",5,Grupos Cidadãos Eleitores,SABROSA
171015,1710,SABROSA,VILARINHO DE SÃO ROMÃO,AF,327,171,36,19,pvsr,116,100,7,Grupos Cidadãos Eleitores,SABROSA
171000,1710,SABROSA,NULL,CM,6915,4476,100,121,PPD/PSD,1632,"38,35",2,Partido,SABROSA
171000,1710,SABROSA,NULL,AM,6915,4476,119,137,PPD/PSD,1586,"37,58",6,Partido,SABROSA
171000,1710,SABROSA,NULL,CM,6915,4476,100,121,PS,2495,"58,64",3,Partido,SABROSA
171000,1710,SABROSA,NULL,AM,6915,4476,119,137,PS,2360,"55,92",8,Partido,SABROSA
171000,1710,SABROSA,NULL,CM,6915,4476,100,121,PCP-PEV,128,"3,01",0,Coligação,SABROSA
171000,1710,SABROSA,NULL,AM,6915,4476,119,137,PCP-PEV,274,"6,49",1,Coligação,SABROSA
91101,911,SABUGAL,ÁGUAS BELAS,AF,278,142,0,0,CDS-PP,14,"9,86",0,Partido,SABUGAL
91101,911,SABUGAL,ÁGUAS BELAS,AF,278,142,0,0,PPD/PSD,84,"59,15",5,Partido,SABUGAL
91101,911,SABUGAL,ÁGUAS BELAS,AF,278,142,0,0,PS,44,"30,99",2,Partido,SABUGAL
91103,911,SABUGAL,ALDEIA DA PONTE,AF,389,208,37,19,adpu,152,100,7,Grupos Cidadãos Eleitores,SABUGAL
91102,911,SABUGAL,ALDEIA DO BISPO,AF,296,221,8,4,PPD/PSD,151,"72,25",5,Partido,SABUGAL
91102,911,SABUGAL,ALDEIA DO BISPO,AF,296,221,8,4,PS,58,"27,75",2,Partido,SABUGAL
91106,911,SABUGAL,ALDEIA VELHA,AF,486,281,5,9,PPD/PSD,156,"58,43",4,Partido,SABUGAL
91106,911,SABUGAL,ALDEIA VELHA,AF,486,281,5,9,AAV,111,"41,57",3,Grupos Cidadãos Eleitores,SABUGAL
91107,911,SABUGAL,ALFAIATES,AF,445,195,40,13,ada,142,100,7,Grupos Cidadãos Eleitores,SABUGAL
91109,911,SABUGAL,BARAÇAL,AF,222,131,25,9,PPD/PSD,97,100,7,Partido,SABUGAL
91110,911,SABUGAL,BENDADA,AF,655,427,6,3,PPD/PSD,274,"65,55",5,Partido,SABUGAL
91110,911,SABUGAL,BENDADA,AF,655,427,6,3,PS,139,"33,25",2,Partido,SABUGAL
91110,911,SABUGAL,BENDADA,AF,655,427,6,3,PCP-PEV,5,"1,2",0,Coligação,SABUGAL
91111,911,SABUGAL,BISMULA,AF,256,113,32,10,PS,71,100,7,Partido,SABUGAL
91112,911,SABUGAL,CASTELEIRO,AF,400,163,12,4,JPC,147,100,7,Grupos Cidadãos Eleitores,SABUGAL
91113,911,SABUGAL,CERDEIRA,AF,234,162,8,5,CDS-PP,41,"27,52",2,Partido,SABUGAL
91113,911,SABUGAL,CERDEIRA,AF,234,162,8,5,PPD/PSD,108,"72,48",5,Partido,SABUGAL
91114,911,SABUGAL,FÓIOS,AF,363,278,1,1,PS,166,"60,14",4,Partido,SABUGAL
91114,911,SABUGAL,FÓIOS,AF,363,278,1,1,fncc,110,"39,86",3,Grupos Cidadãos Eleitores,SABUGAL
91118,911,SABUGAL,MALCATA,AF,441,229,9,6,PPD/PSD,132,"61,68",5,Partido,SABUGAL
91118,911,SABUGAL,MALCATA,AF,441,229,9,6,PS,65,"30,37",2,Partido,SABUGAL
91118,911,SABUGAL,MALCATA,AF,441,229,9,6,CIM,17,"7,94",0,Grupos Cidadãos Eleitores,SABUGAL
91120,911,SABUGAL,NAVE,AF,339,202,7,5,PPD/PSD,114,60,4,Partido,SABUGAL
91120,911,SABUGAL,NAVE,AF,339,202,7,5,PS,76,40,3,Partido,SABUGAL
91123,911,SABUGAL,QUADRAZAIS,AF,654,295,8,10,PPD/PSD,68,"24,55",1,Partido,SABUGAL
91123,911,SABUGAL,QUADRAZAIS,AF,654,295,8,10,PS,209,"75,45",6,Partido,SABUGAL
91124,911,SABUGAL,QUINTAS DE SÃO BARTOLOMEU,AF,288,146,1,1,CDS-PP,39,"27,08",2,Partido,SABUGAL
91124,911,SABUGAL,QUINTAS DE SÃO BARTOLOMEU,AF,288,146,1,1,PPD/PSD,71,"49,31",4,Partido,SABUGAL
91124,911,SABUGAL,QUINTAS DE SÃO BARTOLOMEU,AF,288,146,1,1,PS,34,"23,61",1,Partido,SABUGAL
91125,911,SABUGAL,RAPOULA DO CÔA,AF,252,182,7,7,PPD/PSD,90,"53,57",4,Partido,SABUGAL
91125,911,SABUGAL,RAPOULA DO CÔA,AF,252,182,7,7,PS,78,"46,43",3,Partido,SABUGAL
91126,911,SABUGAL,REBOLOSA,AF,286,162,31,2,PS,129,100,7,Partido,SABUGAL
91127,911,SABUGAL,RENDO,AF,381,193,2,9,PPD/PSD,84,"46,15",3,Partido,SABUGAL
91127,911,SABUGAL,RENDO,AF,381,193,2,9,PS,98,"53,85",4,Partido,SABUGAL
91133,911,SABUGAL,SORTELHA,AF,525,288,2,2,PPD/PSD,76,"26,76",2,Partido,SABUGAL
91133,911,SABUGAL,SORTELHA,AF,525,288,2,2,PS,208,"73,24",5,Partido,SABUGAL
91134,911,SABUGAL,SOUTO,AF,1252,720,160,65,U. Soito,495,100,9,Grupos Cidadãos Eleitores,SABUGAL
91141,911,SABUGAL,"UNIÃO DAS FREGUESIAS DE ALDEIA DA RIBEIRA, VILAR MAIOR E BADAMALOS",AF,483,248,9,23,PPD/PSD,161,"74,54",5,Partido,SABUGAL
91141,911,SABUGAL,"UNIÃO DAS FREGUESIAS DE ALDEIA DA RIBEIRA, VILAR MAIOR E BADAMALOS",AF,483,248,9,23,PCP-PEV,55,"25,46",2,Coligação,SABUGAL
91142,911,SABUGAL,UNIÃO DAS FREGUESIAS DE LAJEOSA E FORCALHOS,AF,347,201,5,6,PPD/PSD,119,"62,63",5,Partido,SABUGAL
91142,911,SABUGAL,UNIÃO DAS FREGUESIAS DE LAJEOSA E FORCALHOS,AF,347,201,5,6,PS,71,"37,37",2,Partido,SABUGAL
91143,911,SABUGAL,"UNIÃO DAS FREGUESIAS DE POUSAFOLES DO BISPO, PENA LOBO E LOMBA",AF,565,368,7,4,CDS-PP,47,"13,17",1,Partido,SABUGAL
91143,911,SABUGAL,"UNIÃO DAS FREGUESIAS DE POUSAFOLES DO BISPO, PENA LOBO E LOMBA",AF,565,368,7,4,PPD/PSD,139,"38,94",3,Partido,SABUGAL
91143,911,SABUGAL,"UNIÃO DAS FREGUESIAS DE POUSAFOLES DO BISPO, PENA LOBO E LOMBA",AF,565,368,7,4,PS,171,"47,9",3,Partido,SABUGAL
91144,911,SABUGAL,"UNIÃO DAS FREGUESIAS DE RUVINA, RUIVÓS E VALE DAS ÉGUAS",AF,342,182,7,4,PPD/PSD,127,"74,27",5,Partido,SABUGAL
91144,911,SABUGAL,"UNIÃO DAS FREGUESIAS DE RUVINA, RUIVÓS E VALE DAS ÉGUAS",AF,342,182,7,4,PS,44,"25,73",2,Partido,SABUGAL
91145,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SABUGAL E ALDEIA DE SANTO ANTÓNIO,AF,2819,1709,47,48,CDS-PP,82,"5,08",0,Partido,SABUGAL
91145,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SABUGAL E ALDEIA DE SANTO ANTÓNIO,AF,2819,1709,47,48,PS,802,"49,69",5,Partido,SABUGAL
91145,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SABUGAL E ALDEIA DE SANTO ANTÓNIO,AF,2819,1709,47,48,PCP-PEV,82,"5,08",0,Coligação,SABUGAL
91145,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SABUGAL E ALDEIA DE SANTO ANTÓNIO,AF,2819,1709,47,48,MF,648,"40,15",4,Grupos Cidadãos Eleitores,SABUGAL
91146,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SANTO ESTÊVÃO E MOITA,AF,520,285,6,21,CDS-PP,71,"27,52",2,Partido,SABUGAL
91146,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SANTO ESTÊVÃO E MOITA,AF,520,285,6,21,PPD/PSD,63,"24,42",2,Partido,SABUGAL
91146,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SANTO ESTÊVÃO E MOITA,AF,520,285,6,21,PS,78,"30,23",2,Partido,SABUGAL
91146,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SANTO ESTÊVÃO E MOITA,AF,520,285,6,21,PCP-PEV,46,"17,83",1,Coligação,SABUGAL
91147,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SEIXO DO CÔA E VALE LONGO,AF,388,239,2,6,PPD/PSD,124,"53,68",4,Partido,SABUGAL
91147,911,SABUGAL,UNIÃO DAS FREGUESIAS DE SEIXO DO CÔA E VALE LONGO,AF,388,239,2,6,PS,107,"46,32",3,Partido,SABUGAL
91136,911,SABUGAL,VALE DE ESPINHO,AF,577,314,5,8,PPD/PSD,202,"67,11",5,Partido,SABUGAL
91136,911,SABUGAL,VALE DE ESPINHO,AF,577,314,5,8,PS,99,"32,89",2,Partido,SABUGAL
91138,911,SABUGAL,VILA BOA,AF,358,194,5,6,PPD/PSD,125,"68,31",5,Partido,SABUGAL
91138,911,SABUGAL,VILA BOA,AF,358,194,5,6,PS,58,"31,69",2,Partido,SABUGAL
91139,911,SABUGAL,VILA DO TOURO,AF,232,143,7,3,PPD/PSD,70,"52,63",4,Partido,SABUGAL
91139,911,SABUGAL,VILA DO TOURO,AF,232,143,7,3,PS,63,"47,37",3,Partido,SABUGAL
91100,911,SABUGAL,NULL,CM,15073,8618,258,226,CDS-PP,382,"4,7",0,Partido,SABUGAL
91100,911,SABUGAL,NULL,AM,15073,8617,326,234,CDS-PP,424,"5,26",1,Partido,SABUGAL
91100,911,SABUGAL,NULL,CM,15073,8618,258,226,PPD/PSD,3949,"48,55",4,Partido,SABUGAL
91100,911,SABUGAL,NULL,AM,15073,8617,326,234,PPD/PSD,3610,"44,81",14,Partido,SABUGAL
91100,911,SABUGAL,NULL,CM,15073,8618,258,226,PS,3410,"41,92",3,Partido,SABUGAL
91100,911,SABUGAL,NULL,AM,15073,8617,326,234,PS,3219,"39,95",13,Partido,SABUGAL
91100,911,SABUGAL,NULL,CM,15073,8618,258,226,PTP,242,"2,98",0,Partido,SABUGAL
91100,911,SABUGAL,NULL,AM,15073,8617,326,234,PTP,253,"3,14",1,Partido,SABUGAL
91100,911,SABUGAL,NULL,CM,15073,8618,258,226,PCP-PEV,151,"1,86",0,Coligação,SABUGAL
91100,911,SABUGAL,NULL,AM,15073,8617,326,234,PCP-PEV,551,"6,84",2,Coligação,SABUGAL
141502,1415,SALVATERRA DE MAGOS,MARINHAIS,AF,5295,2389,84,96,B.E.,455,"20,6",3,Partido,SALVATERRA DE MAGOS
141502,1415,SALVATERRA DE MAGOS,MARINHAIS,AF,5295,2389,84,96,PS,854,"38,66",5,Partido,SALVATERRA DE MAGOS
141502,1415,SALVATERRA DE MAGOS,MARINHAIS,AF,5295,2389,84,96,PCP-PEV,155,"7,02",1,Coligação,SALVATERRA DE MAGOS
141502,1415,SALVATERRA DE MAGOS,MARINHAIS,AF,5295,2389,84,96,PPD/PSD.CDS-PP,209,"9,46",1,Coligação,SALVATERRA DE MAGOS
141502,1415,SALVATERRA DE MAGOS,MARINHAIS,AF,5295,2389,84,96,CIM,536,"24,26",3,Grupos Cidadãos Eleitores,SALVATERRA DE MAGOS
141503,1415,SALVATERRA DE MAGOS,MUGE,AF,1082,578,14,10,B.E.,138,"24,91",2,Partido,SALVATERRA DE MAGOS
